pb1_long,pb1_short,pnl
60,110,163094
60,120,156732
60,130,173928
60,140,159508
60,150,153852
70,110,166334
70,120,156192
70,130,177456
70,140,164090
70,150,159126
80,110,152792
80,120,141372
80,130,159848
80,140,146482
80,150,142520
90,110,146398
90,120,144176
90,130,141382
90,140,129252
90,150,134166
