upper,lower,mult_high,mult_low,pnl
0.5,0,0.9,0.2,4241
0.5,0,0.9,0.3,4241
0.5,0,0.9,0.4,4241
0.5,0,0.9,0.5,4241
0.5,0,0.9,0.6,4241
0.5,0,0.9,0.7,4241
0.5,0,0.9,0.8,4241
0.5,0,1.1,0.2,-15548
0.5,0,1.1,0.3,-15548
0.5,0,1.1,0.4,-15548
0.5,0,1.1,0.5,-15548
0.5,0,1.1,0.6,-15548
0.5,0,1.1,0.7,-15548
0.5,0,1.1,0.8,-15548
0.5,0,1.3,0.2,-15548
0.5,0,1.3,0.3,-15548
0.5,0,1.3,0.4,-15548
0.5,0,1.3,0.5,-15548
0.5,0,1.3,0.6,-15548
0.5,0,1.3,0.7,-15548
0.5,0,1.3,0.8,-15548
0.5,0,1.5,0.2,-15548
0.5,0,1.5,0.3,-15548
0.5,0,1.5,0.4,-15548
0.5,0,1.5,0.5,-15548
0.5,0,1.5,0.6,-15548
0.5,0,1.5,0.7,-15548
0.5,0,1.5,0.8,-15548
0.5,0,1.9,0.2,-15548
0.5,0,1.9,0.3,-15548
0.5,0,1.9,0.4,-15548
0.5,0,1.9,0.5,-15548
0.5,0,1.9,0.6,-15548
0.5,0,1.9,0.7,-15548
0.5,0,1.9,0.8,-15548
0.5,0,2.5,0.2,-15548
0.5,0,2.5,0.3,-15548
0.5,0,2.5,0.4,-15548
0.5,0,2.5,0.5,-15548
0.5,0,2.5,0.6,-15548
0.5,0,2.5,0.7,-15548
0.5,0,2.5,0.8,-15548
0.5,0.1,0.9,0.2,3715
0.5,0.1,0.9,0.3,3715
0.5,0.1,0.9,0.4,3715
0.5,0.1,0.9,0.5,3715
0.5,0.1,0.9,0.6,3715
0.5,0.1,0.9,0.7,3715
0.5,0.1,0.9,0.8,3715
0.5,0.1,1.1,0.2,-13282
0.5,0.1,1.1,0.3,-13282
0.5,0.1,1.1,0.4,-13282
0.5,0.1,1.1,0.5,-13282
0.5,0.1,1.1,0.6,-13282
0.5,0.1,1.1,0.7,-13282
0.5,0.1,1.1,0.8,-13282
0.5,0.1,1.3,0.2,-13282
0.5,0.1,1.3,0.3,-13282
0.5,0.1,1.3,0.4,-13282
0.5,0.1,1.3,0.5,-13282
0.5,0.1,1.3,0.6,-13282
0.5,0.1,1.3,0.7,-13282
0.5,0.1,1.3,0.8,-13282
0.5,0.1,1.5,0.2,-13282
0.5,0.1,1.5,0.3,-13282
0.5,0.1,1.5,0.4,-13282
0.5,0.1,1.5,0.5,-13282
0.5,0.1,1.5,0.6,-13282
0.5,0.1,1.5,0.7,-13282
0.5,0.1,1.5,0.8,-13282
0.5,0.1,1.9,0.2,-13282
0.5,0.1,1.9,0.3,-13282
0.5,0.1,1.9,0.4,-13282
0.5,0.1,1.9,0.5,-13282
0.5,0.1,1.9,0.6,-13282
0.5,0.1,1.9,0.7,-13282
0.5,0.1,1.9,0.8,-13282
0.5,0.1,2.5,0.2,-13282
0.5,0.1,2.5,0.3,-13282
0.5,0.1,2.5,0.4,-13282
0.5,0.1,2.5,0.5,-13282
0.5,0.1,2.5,0.6,-13282
0.5,0.1,2.5,0.7,-13282
0.5,0.1,2.5,0.8,-13282
0.5,0.2,0.9,0.2,4640
0.5,0.2,0.9,0.3,4640
0.5,0.2,0.9,0.4,4640
0.5,0.2,0.9,0.5,4640
0.5,0.2,0.9,0.6,4640
0.5,0.2,0.9,0.7,4640
0.5,0.2,0.9,0.8,4640
0.5,0.2,1.1,0.2,-15388
0.5,0.2,1.1,0.3,-15388
0.5,0.2,1.1,0.4,-15388
0.5,0.2,1.1,0.5,-15388
0.5,0.2,1.1,0.6,-15388
0.5,0.2,1.1,0.7,-15388
0.5,0.2,1.1,0.8,-15388
0.5,0.2,1.3,0.2,-15388
0.5,0.2,1.3,0.3,-15388
0.5,0.2,1.3,0.4,-15388
0.5,0.2,1.3,0.5,-15388
0.5,0.2,1.3,0.6,-15388
0.5,0.2,1.3,0.7,-15388
0.5,0.2,1.3,0.8,-15388
0.5,0.2,1.5,0.2,-15388
0.5,0.2,1.5,0.3,-15388
0.5,0.2,1.5,0.4,-15388
0.5,0.2,1.5,0.5,-15388
0.5,0.2,1.5,0.6,-15388
0.5,0.2,1.5,0.7,-15388
0.5,0.2,1.5,0.8,-15388
0.5,0.2,1.9,0.2,-15388
0.5,0.2,1.9,0.3,-15388
0.5,0.2,1.9,0.4,-15388
0.5,0.2,1.9,0.5,-15388
0.5,0.2,1.9,0.6,-15388
0.5,0.2,1.9,0.7,-15388
0.5,0.2,1.9,0.8,-15388
0.5,0.2,2.5,0.2,-15388
0.5,0.2,2.5,0.3,-15388
0.5,0.2,2.5,0.4,-15388
0.5,0.2,2.5,0.5,-15388
0.5,0.2,2.5,0.6,-15388
0.5,0.2,2.5,0.7,-15388
0.5,0.2,2.5,0.8,-15388
0.5,0.3,0.9,0.2,-525
0.5,0.3,0.9,0.3,-525
0.5,0.3,0.9,0.4,-525
0.5,0.3,0.9,0.5,-525
0.5,0.3,0.9,0.6,-525
0.5,0.3,0.9,0.7,-525
0.5,0.3,0.9,0.8,-525
0.5,0.3,1.1,0.2,-527363
0.5,0.3,1.1,0.3,-469133
0.5,0.3,1.1,0.4,-410913
0.5,0.3,1.1,0.5,-352693
0.5,0.3,1.1,0.6,-294463
0.5,0.3,1.1,0.7,-236243
0.5,0.3,1.1,0.8,-178023
0.5,0.3,1.3,0.2,-609015
0.5,0.3,1.3,0.3,-550785
0.5,0.3,1.3,0.4,-492565
0.5,0.3,1.3,0.5,-434345
0.5,0.3,1.3,0.6,-376115
0.5,0.3,1.3,0.7,-317895
0.5,0.3,1.3,0.8,-259675
0.5,0.3,1.5,0.2,-690667
